bot	https://github.com/bot/bot.git
nix-bot	https://github.com/bot/nix-bot.git
botctls	https://github.com/bot/botctls.git
bothub	https://github.com/bot/bothub.git
nix-steipete-tools	https://github.com/bot/nix-steipete-tools.git
